,id,label
796,"('data/Asian/m.099m4y/m.099m4y_0001.jpg', 'data/Asian/m.099m4y/m.099m4y_0002.jpg')","('data/Asian/m.099m4y/m.099m4y_0001.jpg', 'data/Asian/m.099m4y/m.099m4y_0002.jpg')"
797,"('data/Asian/m.03csky_/m.03csky__0005.jpg', 'data/Asian/m.03csky_/m.03csky__0002.jpg')","('data/Asian/m.03csky_/m.03csky__0005.jpg', 'data/Asian/m.03csky_/m.03csky__0002.jpg')"
798,"('data/Asian/m.0b4t_c/m.0b4t_c_0002.jpg', 'data/Asian/m.0b4t_c/m.0b4t_c_0005.jpg')","('data/Asian/m.0b4t_c/m.0b4t_c_0002.jpg', 'data/Asian/m.0b4t_c/m.0b4t_c_0005.jpg')"
799,"('data/Asian/m.026p20m/m.026p20m_0006.jpg', 'data/Asian/m.026p20m/m.026p20m_0001.jpg')","('data/Asian/m.026p20m/m.026p20m_0006.jpg', 'data/Asian/m.026p20m/m.026p20m_0001.jpg')"
800,"('data/Asian/m.01x_xf/m.01x_xf_0002.jpg', 'data/Asian/m.01x_xf/m.01x_xf_0005.jpg')","('data/Asian/m.01x_xf/m.01x_xf_0002.jpg', 'data/Asian/m.01x_xf/m.01x_xf_0005.jpg')"
801,"('data/Asian/m.0gy0st7/m.0gy0st7_0003.jpg', 'data/Asian/m.0gy0st7/m.0gy0st7_0006.jpg')","('data/Asian/m.0gy0st7/m.0gy0st7_0003.jpg', 'data/Asian/m.0gy0st7/m.0gy0st7_0006.jpg')"
802,"('data/Asian/m.04kxwk/m.04kxwk_0001.jpg', 'data/Asian/m.04kxwk/m.04kxwk_0002.jpg')","('data/Asian/m.04kxwk/m.04kxwk_0001.jpg', 'data/Asian/m.04kxwk/m.04kxwk_0002.jpg')"
803,"('data/Asian/m.06z0np/m.06z0np_0002.jpg', 'data/Asian/m.06z0np/m.06z0np_0001.jpg')","('data/Asian/m.06z0np/m.06z0np_0002.jpg', 'data/Asian/m.06z0np/m.06z0np_0001.jpg')"
804,"('data/Asian/m.0h_dpf8/m.0h_dpf8_0001.jpg', 'data/Asian/m.0h_dpf8/m.0h_dpf8_0004.jpg')","('data/Asian/m.0h_dpf8/m.0h_dpf8_0001.jpg', 'data/Asian/m.0h_dpf8/m.0h_dpf8_0004.jpg')"
805,"('data/Asian/m.01vrw27/m.01vrw27_0002.jpg', 'data/Asian/m.01vrw27/m.01vrw27_0003.jpg')","('data/Asian/m.01vrw27/m.01vrw27_0002.jpg', 'data/Asian/m.01vrw27/m.01vrw27_0003.jpg')"
806,"('data/Asian/m.02vmmm7/m.02vmmm7_0004.jpg', 'data/Asian/m.02vmmm7/m.02vmmm7_0007.jpg')","('data/Asian/m.02vmmm7/m.02vmmm7_0004.jpg', 'data/Asian/m.02vmmm7/m.02vmmm7_0007.jpg')"
807,"('data/Asian/m.0cmdyht/m.0cmdyht_0003.jpg', 'data/Asian/m.0cmdyht/m.0cmdyht_0002.jpg')","('data/Asian/m.0cmdyht/m.0cmdyht_0003.jpg', 'data/Asian/m.0cmdyht/m.0cmdyht_0002.jpg')"
808,"('data/Asian/m.01n79_2/m.01n79_2_0002.jpg', 'data/Asian/m.01n79_2/m.01n79_2_0004.jpg')","('data/Asian/m.01n79_2/m.01n79_2_0002.jpg', 'data/Asian/m.01n79_2/m.01n79_2_0004.jpg')"
809,"('data/Asian/m.0g55mhy/m.0g55mhy_0002.jpg', 'data/Asian/m.0g55mhy/m.0g55mhy_0004.jpg')","('data/Asian/m.0g55mhy/m.0g55mhy_0002.jpg', 'data/Asian/m.0g55mhy/m.0g55mhy_0004.jpg')"
810,"('data/Asian/m.0bhh5n/m.0bhh5n_0003.jpg', 'data/Asian/m.0bhh5n/m.0bhh5n_0004.jpg')","('data/Asian/m.0bhh5n/m.0bhh5n_0003.jpg', 'data/Asian/m.0bhh5n/m.0bhh5n_0004.jpg')"
811,"('data/Asian/m.03j1mg0/m.03j1mg0_0003.jpg', 'data/Asian/m.03j1mg0/m.03j1mg0_0002.jpg')","('data/Asian/m.03j1mg0/m.03j1mg0_0003.jpg', 'data/Asian/m.03j1mg0/m.03j1mg0_0002.jpg')"
812,"('data/Asian/m.0g0zjmt/m.0g0zjmt_0002.jpg', 'data/Asian/m.0g0zjmt/m.0g0zjmt_0001.jpg')","('data/Asian/m.0g0zjmt/m.0g0zjmt_0002.jpg', 'data/Asian/m.0g0zjmt/m.0g0zjmt_0001.jpg')"
813,"('data/Asian/m.01gcrk/m.01gcrk_0002.jpg', 'data/Asian/m.01gcrk/m.01gcrk_0001.jpg')","('data/Asian/m.01gcrk/m.01gcrk_0002.jpg', 'data/Asian/m.01gcrk/m.01gcrk_0001.jpg')"
814,"('data/Asian/m.01vjy69/m.01vjy69_0003.jpg', 'data/Asian/m.01vjy69/m.01vjy69_0001.jpg')","('data/Asian/m.01vjy69/m.01vjy69_0003.jpg', 'data/Asian/m.01vjy69/m.01vjy69_0001.jpg')"
815,"('data/Asian/m.0c8gr5/m.0c8gr5_0004.jpg', 'data/Asian/m.0c8gr5/m.0c8gr5_0002.jpg')","('data/Asian/m.0c8gr5/m.0c8gr5_0004.jpg', 'data/Asian/m.0c8gr5/m.0c8gr5_0002.jpg')"
816,"('data/Asian/m.01ym6z/m.01ym6z_0002.jpg', 'data/Asian/m.01ym6z/m.01ym6z_0003.jpg')","('data/Asian/m.01ym6z/m.01ym6z_0002.jpg', 'data/Asian/m.01ym6z/m.01ym6z_0003.jpg')"
817,"('data/Asian/m.0ndskl1/m.0ndskl1_0006.jpg', 'data/Asian/m.0ndskl1/m.0ndskl1_0004.jpg')","('data/Asian/m.0ndskl1/m.0ndskl1_0006.jpg', 'data/Asian/m.0ndskl1/m.0ndskl1_0004.jpg')"
818,"('data/Asian/m.05579g/m.05579g_0002.jpg', 'data/Asian/m.05579g/m.05579g_0005.jpg')","('data/Asian/m.05579g/m.05579g_0002.jpg', 'data/Asian/m.05579g/m.05579g_0005.jpg')"
819,"('data/Asian/m.0bs077n/m.0bs077n_0002.jpg', 'data/Asian/m.0bs077n/m.0bs077n_0001.jpg')","('data/Asian/m.0bs077n/m.0bs077n_0002.jpg', 'data/Asian/m.0bs077n/m.0bs077n_0001.jpg')"
820,"('data/Asian/m.0m0n428/m.0m0n428_0002.jpg', 'data/Asian/m.0m0n428/m.0m0n428_0003.jpg')","('data/Asian/m.0m0n428/m.0m0n428_0002.jpg', 'data/Asian/m.0m0n428/m.0m0n428_0003.jpg')"
821,"('data/Asian/m.04gszdn/m.04gszdn_0004.jpg', 'data/Asian/m.04gszdn/m.04gszdn_0005.jpg')","('data/Asian/m.04gszdn/m.04gszdn_0004.jpg', 'data/Asian/m.04gszdn/m.04gszdn_0005.jpg')"
822,"('data/Asian/m.09smh2/m.09smh2_0002.jpg', 'data/Asian/m.09smh2/m.09smh2_0003.jpg')","('data/Asian/m.09smh2/m.09smh2_0002.jpg', 'data/Asian/m.09smh2/m.09smh2_0003.jpg')"
823,"('data/Asian/m.0279klz/m.0279klz_0002.jpg', 'data/Asian/m.0279klz/m.0279klz_0001.jpg')","('data/Asian/m.0279klz/m.0279klz_0002.jpg', 'data/Asian/m.0279klz/m.0279klz_0001.jpg')"
824,"('data/Asian/m.0g9z017/m.0g9z017_0003.jpg', 'data/Asian/m.0g9z017/m.0g9z017_0001.jpg')","('data/Asian/m.0g9z017/m.0g9z017_0003.jpg', 'data/Asian/m.0g9z017/m.0g9z017_0001.jpg')"
825,"('data/Asian/m.0268c4v/m.0268c4v_0002.jpg', 'data/Asian/m.0268c4v/m.0268c4v_0003.jpg')","('data/Asian/m.0268c4v/m.0268c4v_0002.jpg', 'data/Asian/m.0268c4v/m.0268c4v_0003.jpg')"
826,"('data/Asian/m.023l4f/m.023l4f_0002.jpg', 'data/Asian/m.023l4f/m.023l4f_0003.jpg')","('data/Asian/m.023l4f/m.023l4f_0002.jpg', 'data/Asian/m.023l4f/m.023l4f_0003.jpg')"
827,"('data/Asian/m.09sqyk/m.09sqyk_0002.jpg', 'data/Asian/m.09sqyk/m.09sqyk_0003.jpg')","('data/Asian/m.09sqyk/m.09sqyk_0002.jpg', 'data/Asian/m.09sqyk/m.09sqyk_0003.jpg')"
828,"('data/Asian/m.08_zwy/m.08_zwy_0001.jpg', 'data/Asian/m.08_zwy/m.08_zwy_0003.jpg')","('data/Asian/m.08_zwy/m.08_zwy_0001.jpg', 'data/Asian/m.08_zwy/m.08_zwy_0003.jpg')"
829,"('data/Asian/m.0hzpkh0/m.0hzpkh0_0003.jpg', 'data/Asian/m.0hzpkh0/m.0hzpkh0_0002.jpg')","('data/Asian/m.0hzpkh0/m.0hzpkh0_0003.jpg', 'data/Asian/m.0hzpkh0/m.0hzpkh0_0002.jpg')"
830,"('data/Asian/m.0tkfh4k/m.0tkfh4k_0003.jpg', 'data/Asian/m.0tkfh4k/m.0tkfh4k_0002.jpg')","('data/Asian/m.0tkfh4k/m.0tkfh4k_0003.jpg', 'data/Asian/m.0tkfh4k/m.0tkfh4k_0002.jpg')"
831,"('data/Asian/m.02qnlkc/m.02qnlkc_0003.jpg', 'data/Asian/m.02qnlkc/m.02qnlkc_0001.jpg')","('data/Asian/m.02qnlkc/m.02qnlkc_0003.jpg', 'data/Asian/m.02qnlkc/m.02qnlkc_0001.jpg')"
832,"('data/Asian/m.01bb5v/m.01bb5v_0004.jpg', 'data/Asian/m.01bb5v/m.01bb5v_0002.jpg')","('data/Asian/m.01bb5v/m.01bb5v_0004.jpg', 'data/Asian/m.01bb5v/m.01bb5v_0002.jpg')"
833,"('data/Asian/m.04lq8l/m.04lq8l_0003.jpg', 'data/Asian/m.04lq8l/m.04lq8l_0002.jpg')","('data/Asian/m.04lq8l/m.04lq8l_0003.jpg', 'data/Asian/m.04lq8l/m.04lq8l_0002.jpg')"
834,"('data/Asian/m.06v35n/m.06v35n_0002.jpg', 'data/Asian/m.06v35n/m.06v35n_0001.jpg')","('data/Asian/m.06v35n/m.06v35n_0002.jpg', 'data/Asian/m.06v35n/m.06v35n_0001.jpg')"
835,"('data/Asian/m.08l2_k/m.08l2_k_0004.jpg', 'data/Asian/m.08l2_k/m.08l2_k_0002.jpg')","('data/Asian/m.08l2_k/m.08l2_k_0004.jpg', 'data/Asian/m.08l2_k/m.08l2_k_0002.jpg')"
836,"('data/Asian/m.0jvt9gt/m.0jvt9gt_0003.jpg', 'data/Asian/m.0jvt9gt/m.0jvt9gt_0002.jpg')","('data/Asian/m.0jvt9gt/m.0jvt9gt_0003.jpg', 'data/Asian/m.0jvt9gt/m.0jvt9gt_0002.jpg')"
837,"('data/Asian/m.025yk6/m.025yk6_0004.jpg', 'data/Asian/m.025yk6/m.025yk6_0001.jpg')","('data/Asian/m.025yk6/m.025yk6_0004.jpg', 'data/Asian/m.025yk6/m.025yk6_0001.jpg')"
838,"('data/Asian/m.04bf4w/m.04bf4w_0002.jpg', 'data/Asian/m.04bf4w/m.04bf4w_0001.jpg')","('data/Asian/m.04bf4w/m.04bf4w_0002.jpg', 'data/Asian/m.04bf4w/m.04bf4w_0001.jpg')"
839,"('data/Asian/m.0dtg8j/m.0dtg8j_0003.jpg', 'data/Asian/m.0dtg8j/m.0dtg8j_0001.jpg')","('data/Asian/m.0dtg8j/m.0dtg8j_0003.jpg', 'data/Asian/m.0dtg8j/m.0dtg8j_0001.jpg')"
840,"('data/Asian/m.05zm868/m.05zm868_0006.jpg', 'data/Asian/m.05zm868/m.05zm868_0005.jpg')","('data/Asian/m.05zm868/m.05zm868_0006.jpg', 'data/Asian/m.05zm868/m.05zm868_0005.jpg')"
841,"('data/Asian/m.05vfqr5/m.05vfqr5_0001.jpg', 'data/Asian/m.05vfqr5/m.05vfqr5_0002.jpg')","('data/Asian/m.05vfqr5/m.05vfqr5_0001.jpg', 'data/Asian/m.05vfqr5/m.05vfqr5_0002.jpg')"
842,"('data/Asian/m.0glq3r4/m.0glq3r4_0004.jpg', 'data/Asian/m.0glq3r4/m.0glq3r4_0003.jpg')","('data/Asian/m.0glq3r4/m.0glq3r4_0004.jpg', 'data/Asian/m.0glq3r4/m.0glq3r4_0003.jpg')"
843,"('data/Asian/m.09zbx4/m.09zbx4_0003.jpg', 'data/Asian/m.09zbx4/m.09zbx4_0002.jpg')","('data/Asian/m.09zbx4/m.09zbx4_0003.jpg', 'data/Asian/m.09zbx4/m.09zbx4_0002.jpg')"
844,"('data/Asian/m.0bw91f/m.0bw91f_0004.jpg', 'data/Asian/m.0bw91f/m.0bw91f_0003.jpg')","('data/Asian/m.0bw91f/m.0bw91f_0004.jpg', 'data/Asian/m.0bw91f/m.0bw91f_0003.jpg')"
845,"('data/Asian/m.04n3lld/m.04n3lld_0002.jpg', 'data/Asian/m.04n3lld/m.04n3lld_0001.jpg')","('data/Asian/m.04n3lld/m.04n3lld_0002.jpg', 'data/Asian/m.04n3lld/m.04n3lld_0001.jpg')"
846,"('data/Asian/m.05sx178/m.05sx178_0002.jpg', 'data/Asian/m.05sx178/m.05sx178_0001.jpg')","('data/Asian/m.05sx178/m.05sx178_0002.jpg', 'data/Asian/m.05sx178/m.05sx178_0001.jpg')"
847,"('data/Asian/m.03ptt2/m.03ptt2_0004.jpg', 'data/Asian/m.03ptt2/m.03ptt2_0003.jpg')","('data/Asian/m.03ptt2/m.03ptt2_0004.jpg', 'data/Asian/m.03ptt2/m.03ptt2_0003.jpg')"
848,"('data/Asian/m.0k3n34n/m.0k3n34n_0002.jpg', 'data/Asian/m.0k3n34n/m.0k3n34n_0001.jpg')","('data/Asian/m.0k3n34n/m.0k3n34n_0002.jpg', 'data/Asian/m.0k3n34n/m.0k3n34n_0001.jpg')"
849,"('data/Asian/m.04jk2x4/m.04jk2x4_0001.jpg', 'data/Asian/m.04jk2x4/m.04jk2x4_0002.jpg')","('data/Asian/m.04jk2x4/m.04jk2x4_0001.jpg', 'data/Asian/m.04jk2x4/m.04jk2x4_0002.jpg')"
850,"('data/Asian/m.0gbx3td/m.0gbx3td_0002.jpg', 'data/Asian/m.0gbx3td/m.0gbx3td_0001.jpg')","('data/Asian/m.0gbx3td/m.0gbx3td_0002.jpg', 'data/Asian/m.0gbx3td/m.0gbx3td_0001.jpg')"
851,"('data/Asian/m.0p8vdfc/m.0p8vdfc_0002.jpg', 'data/Asian/m.0p8vdfc/m.0p8vdfc_0003.jpg')","('data/Asian/m.0p8vdfc/m.0p8vdfc_0002.jpg', 'data/Asian/m.0p8vdfc/m.0p8vdfc_0003.jpg')"
852,"('data/Asian/m.0c03p4j/m.0c03p4j_0005.jpg', 'data/Asian/m.0c03p4j/m.0c03p4j_0001.jpg')","('data/Asian/m.0c03p4j/m.0c03p4j_0005.jpg', 'data/Asian/m.0c03p4j/m.0c03p4j_0001.jpg')"
853,"('data/Asian/m.04n0cr0/m.04n0cr0_0005.jpg', 'data/Asian/m.04n0cr0/m.04n0cr0_0004.jpg')","('data/Asian/m.04n0cr0/m.04n0cr0_0005.jpg', 'data/Asian/m.04n0cr0/m.04n0cr0_0004.jpg')"
854,"('data/Asian/m.0gmcq8y/m.0gmcq8y_0002.jpg', 'data/Asian/m.0gmcq8y/m.0gmcq8y_0005.jpg')","('data/Asian/m.0gmcq8y/m.0gmcq8y_0002.jpg', 'data/Asian/m.0gmcq8y/m.0gmcq8y_0005.jpg')"
855,"('data/Asian/m.04grz6r/m.04grz6r_0001.jpg', 'data/Asian/m.04grz6r/m.04grz6r_0003.jpg')","('data/Asian/m.04grz6r/m.04grz6r_0001.jpg', 'data/Asian/m.04grz6r/m.04grz6r_0003.jpg')"
856,"('data/Asian/m.0169x_/m.0169x__0002.jpg', 'data/Asian/m.0169x_/m.0169x__0001.jpg')","('data/Asian/m.0169x_/m.0169x__0002.jpg', 'data/Asian/m.0169x_/m.0169x__0001.jpg')"
857,"('data/Asian/m.01r9d_2/m.01r9d_2_0002.jpg', 'data/Asian/m.01r9d_2/m.01r9d_2_0001.jpg')","('data/Asian/m.01r9d_2/m.01r9d_2_0002.jpg', 'data/Asian/m.01r9d_2/m.01r9d_2_0001.jpg')"
858,"('data/Asian/m.01wvydk/m.01wvydk_0004.jpg', 'data/Asian/m.01wvydk/m.01wvydk_0003.jpg')","('data/Asian/m.01wvydk/m.01wvydk_0004.jpg', 'data/Asian/m.01wvydk/m.01wvydk_0003.jpg')"
859,"('data/Asian/m.0g590kr/m.0g590kr_0001.jpg', 'data/Asian/m.0g590kr/m.0g590kr_0005.jpg')","('data/Asian/m.0g590kr/m.0g590kr_0001.jpg', 'data/Asian/m.0g590kr/m.0g590kr_0005.jpg')"
860,"('data/Asian/m.0k8kyrh/m.0k8kyrh_0001.jpg', 'data/Asian/m.0k8kyrh/m.0k8kyrh_0003.jpg')","('data/Asian/m.0k8kyrh/m.0k8kyrh_0001.jpg', 'data/Asian/m.0k8kyrh/m.0k8kyrh_0003.jpg')"
861,"('data/Asian/m.01xn37/m.01xn37_0005.jpg', 'data/Asian/m.01xn37/m.01xn37_0001.jpg')","('data/Asian/m.01xn37/m.01xn37_0005.jpg', 'data/Asian/m.01xn37/m.01xn37_0001.jpg')"
862,"('data/Asian/m.0k8nyxq/m.0k8nyxq_0002.jpg', 'data/Asian/m.0k8nyxq/m.0k8nyxq_0001.jpg')","('data/Asian/m.0k8nyxq/m.0k8nyxq_0002.jpg', 'data/Asian/m.0k8nyxq/m.0k8nyxq_0001.jpg')"
863,"('data/Asian/m.0bfwc9/m.0bfwc9_0003.jpg', 'data/Asian/m.0bfwc9/m.0bfwc9_0001.jpg')","('data/Asian/m.0bfwc9/m.0bfwc9_0003.jpg', 'data/Asian/m.0bfwc9/m.0bfwc9_0001.jpg')"
864,"('data/Asian/m.02y9ln/m.02y9ln_0004.jpg', 'data/Asian/m.02y9ln/m.02y9ln_0003.jpg')","('data/Asian/m.02y9ln/m.02y9ln_0004.jpg', 'data/Asian/m.02y9ln/m.02y9ln_0003.jpg')"
865,"('data/Asian/m.04f2mj5/m.04f2mj5_0006.jpg', 'data/Asian/m.04f2mj5/m.04f2mj5_0005.jpg')","('data/Asian/m.04f2mj5/m.04f2mj5_0006.jpg', 'data/Asian/m.04f2mj5/m.04f2mj5_0005.jpg')"
866,"('data/Asian/m.06w3zt5/m.06w3zt5_0002.jpg', 'data/Asian/m.06w3zt5/m.06w3zt5_0005.jpg')","('data/Asian/m.06w3zt5/m.06w3zt5_0002.jpg', 'data/Asian/m.06w3zt5/m.06w3zt5_0005.jpg')"
867,"('data/Asian/m.01yjxm/m.01yjxm_0001.jpg', 'data/Asian/m.01yjxm/m.01yjxm_0002.jpg')","('data/Asian/m.01yjxm/m.01yjxm_0001.jpg', 'data/Asian/m.01yjxm/m.01yjxm_0002.jpg')"
868,"('data/Asian/m.02qgl5r/m.02qgl5r_0001.jpg', 'data/Asian/m.02qgl5r/m.02qgl5r_0002.jpg')","('data/Asian/m.02qgl5r/m.02qgl5r_0001.jpg', 'data/Asian/m.02qgl5r/m.02qgl5r_0002.jpg')"
869,"('data/Asian/m.0gtm5xs/m.0gtm5xs_0003.jpg', 'data/Asian/m.0gtm5xs/m.0gtm5xs_0001.jpg')","('data/Asian/m.0gtm5xs/m.0gtm5xs_0003.jpg', 'data/Asian/m.0gtm5xs/m.0gtm5xs_0001.jpg')"
870,"('data/Asian/m.09x3s8/m.09x3s8_0004.jpg', 'data/Asian/m.09x3s8/m.09x3s8_0003.jpg')","('data/Asian/m.09x3s8/m.09x3s8_0004.jpg', 'data/Asian/m.09x3s8/m.09x3s8_0003.jpg')"
871,"('data/Asian/m.0k2vjd/m.0k2vjd_0001.jpg', 'data/Asian/m.0k2vjd/m.0k2vjd_0002.jpg')","('data/Asian/m.0k2vjd/m.0k2vjd_0001.jpg', 'data/Asian/m.0k2vjd/m.0k2vjd_0002.jpg')"
872,"('data/Asian/m.0g55mhy/m.0g55mhy_0004.jpg', 'data/Asian/m.0g55mhy/m.0g55mhy_0001.jpg')","('data/Asian/m.0g55mhy/m.0g55mhy_0004.jpg', 'data/Asian/m.0g55mhy/m.0g55mhy_0001.jpg')"
873,"('data/Asian/m.02djkn/m.02djkn_0004.jpg', 'data/Asian/m.02djkn/m.02djkn_0002.jpg')","('data/Asian/m.02djkn/m.02djkn_0004.jpg', 'data/Asian/m.02djkn/m.02djkn_0002.jpg')"
874,"('data/Asian/m.0ngt9th/m.0ngt9th_0002.jpg', 'data/Asian/m.0ngt9th/m.0ngt9th_0003.jpg')","('data/Asian/m.0ngt9th/m.0ngt9th_0002.jpg', 'data/Asian/m.0ngt9th/m.0ngt9th_0003.jpg')"
875,"('data/Asian/m.0gc1hm5/m.0gc1hm5_0002.jpg', 'data/Asian/m.0gc1hm5/m.0gc1hm5_0001.jpg')","('data/Asian/m.0gc1hm5/m.0gc1hm5_0002.jpg', 'data/Asian/m.0gc1hm5/m.0gc1hm5_0001.jpg')"
876,"('data/Asian/m.0kcgrhr/m.0kcgrhr_0002.jpg', 'data/Asian/m.0kcgrhr/m.0kcgrhr_0003.jpg')","('data/Asian/m.0kcgrhr/m.0kcgrhr_0002.jpg', 'data/Asian/m.0kcgrhr/m.0kcgrhr_0003.jpg')"
877,"('data/Asian/m.05h4c8f/m.05h4c8f_0001.jpg', 'data/Asian/m.05h4c8f/m.05h4c8f_0004.jpg')","('data/Asian/m.05h4c8f/m.05h4c8f_0001.jpg', 'data/Asian/m.05h4c8f/m.05h4c8f_0004.jpg')"
878,"('data/Asian/m.0dll5_c/m.0dll5_c_0003.jpg', 'data/Asian/m.0dll5_c/m.0dll5_c_0002.jpg')","('data/Asian/m.0dll5_c/m.0dll5_c_0003.jpg', 'data/Asian/m.0dll5_c/m.0dll5_c_0002.jpg')"
879,"('data/Asian/m.026335j/m.026335j_0001.jpg', 'data/Asian/m.026335j/m.026335j_0003.jpg')","('data/Asian/m.026335j/m.026335j_0001.jpg', 'data/Asian/m.026335j/m.026335j_0003.jpg')"
880,"('data/Asian/m.088m4q/m.088m4q_0005.jpg', 'data/Asian/m.088m4q/m.088m4q_0003.jpg')","('data/Asian/m.088m4q/m.088m4q_0005.jpg', 'data/Asian/m.088m4q/m.088m4q_0003.jpg')"
881,"('data/Asian/m.04vdqq/m.04vdqq_0002.jpg', 'data/Asian/m.04vdqq/m.04vdqq_0003.jpg')","('data/Asian/m.04vdqq/m.04vdqq_0002.jpg', 'data/Asian/m.04vdqq/m.04vdqq_0003.jpg')"
882,"('data/Asian/m.0c5smx/m.0c5smx_0002.jpg', 'data/Asian/m.0c5smx/m.0c5smx_0004.jpg')","('data/Asian/m.0c5smx/m.0c5smx_0002.jpg', 'data/Asian/m.0c5smx/m.0c5smx_0004.jpg')"
883,"('data/Asian/m.04116c1/m.04116c1_0002.jpg', 'data/Asian/m.04116c1/m.04116c1_0003.jpg')","('data/Asian/m.04116c1/m.04116c1_0002.jpg', 'data/Asian/m.04116c1/m.04116c1_0003.jpg')"
884,"('data/Asian/m.04hnb9/m.04hnb9_0001.jpg', 'data/Asian/m.04hnb9/m.04hnb9_0002.jpg')","('data/Asian/m.04hnb9/m.04hnb9_0001.jpg', 'data/Asian/m.04hnb9/m.04hnb9_0002.jpg')"
885,"('data/Asian/m.069t5n/m.069t5n_0003.jpg', 'data/Asian/m.069t5n/m.069t5n_0001.jpg')","('data/Asian/m.069t5n/m.069t5n_0003.jpg', 'data/Asian/m.069t5n/m.069t5n_0001.jpg')"
886,"('data/Asian/m.03r17v/m.03r17v_0004.jpg', 'data/Asian/m.03r17v/m.03r17v_0006.jpg')","('data/Asian/m.03r17v/m.03r17v_0004.jpg', 'data/Asian/m.03r17v/m.03r17v_0006.jpg')"
887,"('data/Asian/m.0ryvxtg/m.0ryvxtg_0003.jpg', 'data/Asian/m.0ryvxtg/m.0ryvxtg_0005.jpg')","('data/Asian/m.0ryvxtg/m.0ryvxtg_0003.jpg', 'data/Asian/m.0ryvxtg/m.0ryvxtg_0005.jpg')"
888,"('data/Asian/m.05245bd/m.05245bd_0001.jpg', 'data/Asian/m.05245bd/m.05245bd_0005.jpg')","('data/Asian/m.05245bd/m.05245bd_0001.jpg', 'data/Asian/m.05245bd/m.05245bd_0005.jpg')"
889,"('data/Asian/m.08pms9/m.08pms9_0001.jpg', 'data/Asian/m.08pms9/m.08pms9_0002.jpg')","('data/Asian/m.08pms9/m.08pms9_0001.jpg', 'data/Asian/m.08pms9/m.08pms9_0002.jpg')"
890,"('data/Asian/m.0808_0r/m.0808_0r_0004.jpg', 'data/Asian/m.0808_0r/m.0808_0r_0002.jpg')","('data/Asian/m.0808_0r/m.0808_0r_0004.jpg', 'data/Asian/m.0808_0r/m.0808_0r_0002.jpg')"
891,"('data/Asian/m.087x1q/m.087x1q_0002.jpg', 'data/Asian/m.087x1q/m.087x1q_0003.jpg')","('data/Asian/m.087x1q/m.087x1q_0002.jpg', 'data/Asian/m.087x1q/m.087x1q_0003.jpg')"
892,"('data/Asian/m.06w6fjx/m.06w6fjx_0004.jpg', 'data/Asian/m.06w6fjx/m.06w6fjx_0001.jpg')","('data/Asian/m.06w6fjx/m.06w6fjx_0004.jpg', 'data/Asian/m.06w6fjx/m.06w6fjx_0001.jpg')"
893,"('data/Asian/m.027_jb7/m.027_jb7_0001.jpg', 'data/Asian/m.027_jb7/m.027_jb7_0002.jpg')","('data/Asian/m.027_jb7/m.027_jb7_0001.jpg', 'data/Asian/m.027_jb7/m.027_jb7_0002.jpg')"
894,"('data/Asian/m.02z2mm3/m.02z2mm3_0001.jpg', 'data/Asian/m.02z2mm3/m.02z2mm3_0005.jpg')","('data/Asian/m.02z2mm3/m.02z2mm3_0001.jpg', 'data/Asian/m.02z2mm3/m.02z2mm3_0005.jpg')"
895,"('data/Asian/m.0363fj/m.0363fj_0003.jpg', 'data/Asian/m.0363fj/m.0363fj_0001.jpg')","('data/Asian/m.0363fj/m.0363fj_0003.jpg', 'data/Asian/m.0363fj/m.0363fj_0001.jpg')"
896,"('data/Asian/m.08gkz8/m.08gkz8_0002.jpg', 'data/Asian/m.08gkz8/m.08gkz8_0001.jpg')","('data/Asian/m.08gkz8/m.08gkz8_0002.jpg', 'data/Asian/m.08gkz8/m.08gkz8_0001.jpg')"
897,"('data/Asian/m.05syvk5/m.05syvk5_0004.jpg', 'data/Asian/m.05syvk5/m.05syvk5_0003.jpg')","('data/Asian/m.05syvk5/m.05syvk5_0004.jpg', 'data/Asian/m.05syvk5/m.05syvk5_0003.jpg')"
898,"('data/Asian/m.03zy4v/m.03zy4v_0002.jpg', 'data/Asian/m.03zy4v/m.03zy4v_0001.jpg')","('data/Asian/m.03zy4v/m.03zy4v_0002.jpg', 'data/Asian/m.03zy4v/m.03zy4v_0001.jpg')"
899,"('data/Asian/m.01snrw7/m.01snrw7_0005.jpg', 'data/Asian/m.01snrw7/m.01snrw7_0004.jpg')","('data/Asian/m.01snrw7/m.01snrw7_0005.jpg', 'data/Asian/m.01snrw7/m.01snrw7_0004.jpg')"
900,"('data/Asian/m.0k__08/m.0k__08_0004.jpg', 'data/Asian/m.03ctl74/m.03ctl74_0001.jpg')","('data/Asian/m.0k__08/m.0k__08_0004.jpg', 'data/Asian/m.03ctl74/m.03ctl74_0001.jpg')"
901,"('data/Asian/m.03bdg9/m.03bdg9_0003.jpg', 'data/Asian/m.0717q8/m.0717q8_0001.jpg')","('data/Asian/m.03bdg9/m.03bdg9_0003.jpg', 'data/Asian/m.0717q8/m.0717q8_0001.jpg')"
902,"('data/Asian/m.04011l/m.04011l_0002.jpg', 'data/Asian/m.0c8lw7/m.0c8lw7_0004.jpg')","('data/Asian/m.04011l/m.04011l_0002.jpg', 'data/Asian/m.0c8lw7/m.0c8lw7_0004.jpg')"
